instance;best_makespan;opt_or_unsat_certified;time
j30t1_8_10.smt;114;yes;0,80
j30t1_8_1.smt;48;yes;0,07
j30t1_8_2.smt;57;yes;0,17
j30t1_8_3.smt;60;yes;0,41
j30t1_8_4.smt;61;yes;0,78
j30t1_8_5.smt;66;yes;0,29
j30t1_8_6.smt;49;yes;0,19
j30t1_8_7.smt;58;yes;0,40
j30t1_8_8.smt;57;yes;0,63
j30t1_8_9.smt;40;yes;0,08
j30t1_9_10.smt;98;yes;2,79
j30t1_9_1.smt;90;yes;2,40
j30t1_9_2.smt;99;yes;4,62
j30t1_9_3.smt;105;yes;6,64
j30t1_9_4.smt;76;yes;3,67
j30t1_9_5.smt;76;yes;1,30
j30t1_9_6.smt;60;yes;1,36
j30t1_9_7.smt;77;yes;2,19
j30t1_9_8.smt;107;yes;6,84
j30t1_9_9.smt;61;yes;2,19
j30t2_10_10.smt;43;yes;0,74
j30t2_10_1.smt;49;yes;2,57
j30t2_10_2.smt;120;yes;10,22
j30t2_10_3.smt;84;yes;0,75
j30t2_10_4.smt;106;yes;11,03
j30t2_10_5.smt;65;yes;1,94
j30t2_10_6.smt;53;yes;4,44
j30t2_10_7.smt;61;yes;0,64
j30t2_10_8.smt;109;yes;8,28
j30t2_10_9.smt;52;yes;0,71
j30t2_1_10.smt;46;yes;0,19
j30t2_11_10.smt;56;yes;1,45
j30t2_11_1.smt;69;yes;1,93
j30t2_11_2.smt;76;yes;6,29
j30t2_11_3.smt;99;yes;1,04
j30t2_11_4.smt;79;yes;1,86
j30t2_11_5.smt;79;yes;3,66
j30t2_11_6.smt;44;yes;0,38
j30t2_11_7.smt;93;yes;2,87
j30t2_11_8.smt;65;yes;0,44
j30t2_11_9.smt;104;yes;0,95
j30t2_1_1.smt;51;yes;0,11
j30t2_12_10.smt;104;yes;10,88
j30t2_12_1.smt;67;yes;1,95
j30t2_12_2.smt;70;yes;7,99
j30t2_12_3.smt;57;yes;0,77
j30t2_12_4.smt;80;yes;11,15
j30t2_12_5.smt;83;yes;16,25
j30t2_12_6.smt;69;yes;0,58
j30t2_12_7.smt;136;yes;10,62
j30t2_12_8.smt;56;yes;4,43
j30t2_12_9.smt;80;yes;1,35
j30t2_1_2.smt;57;yes;0,10
j30t2_13_10.smt;123;yes;2,75
j30t2_13_1.smt;72;yes;15,23
j30t2_13_2.smt;65;yes;5,16
j30t2_13_3.smt;114;yes;9,47
j30t2_13_4.smt;108;yes;5,31
j30t2_13_5.smt;78;yes;5,99
j30t2_13_6.smt;95;yes;3,05
